ID;Name;Parent
R03BB04;Tiotropium bromide;R03BB
R03BC01;Cromoglicic acid;R03BC
R03BC03;Nedocromil;R03BC
R03CB03;Orciprenaline;R03CB
R03CC02;Salbutamol;R03CC
R03CC03;Terbutaline;R03CC
R03CC12;Bambuterol;R03CC
R03DA02;Choline theophyllinate;R03DA
R03DA03;Proxyphylline;R03DA
R03DA04;Theophylline;R03DA
R03DA05;Aminophylline;R03DA
R03DC01;Zafirlukast;R03DC
R03DC03;Montelukast;R03DC
R03DX05;Omalizumab;R03DX
R03DX07;Roflumilast;R03DX
R05CA10;Combinations;R05CA
R05CB01;Acetylcysteine;R05CB
R05CB02;Bromhexine;R05CB
R05CB06;Ambroxol;R05CB
R05CB13;Dornase alfa (desoxiribonuclease);R05CB
R05CB15;Erdosteine;R05CB
R05DA01;Ethylmorphine;R05DA
R05DA04;Codeine;R05DA
R05DA07;Noscapine;R05DA
R05DA09;Dextromethorphan;R05DA
R05DB05;Pentoxyverine;R05DB
R05DB20;Combinations;R05DB
R05FA02;Opium derivatives and expectorants;R05FA
R06AA02;Diphenhydramine;R06AA
R06AA04;Clemastine;R06AA
R06AB02;Dexchlorpheniramine;R06AB
R06AC01;Mepyramine;R06AC
R06AD01;Alimemazine;R06AD
R06AD02;Promethazine;R06AD
R06AD03;Thiethylperazine;R06AD
R06AD04;Methdilazine;R06AD
R06AE03;Cyclizine;R06AE
R06AE04;Chlorcyclizine;R06AE
R06AE05;Meclozine;R06AE
R06AE06;Oxatomide;R06AE
R06AE07;Cetirizine;R06AE
R06AE09;Levocetirizine;R06AE
R06AX02;Cyproheptadine;R06AX
R06AX09;Azatadine;R06AX
R06AX11;Astemizole;R06AX
R06AX12;Terfenadine;R06AX
R06AX13;Loratadine;R06AX
R06AX18;Acrivastine;R06AX
R06AX22;Ebastine;R06AX
R06AX25;Mizolastine;R06AX
R06AX26;Fexofenadine;R06AX
R06AX27;Desloratadine;R06AX
R07AA01;Colfosceril palmitate;R07AA
R07AA02;Natural phosholipids;R07AA
R07AB01;Doxapram;R07AB
R07AB07;Almitrine;R07AB
R07AX01;Nitric oxide;R07AX
S01AA01;Chloramphenicol;S01AA
S01AA02;Chlortetracycline;S01AA
S01AA11;Gentamicin;S01AA
S01AA12;Tobramycin;S01AA
S01AA13;Fusidic acid;S01AA
S01AA30;Combinations of different antibiotics;S01AA
S01AB01;Sulfamethizole;S01AB
S01AB03;Sulfadicramide;S01AB
S01AD03;Aciclovir;S01AD
S01AD08;Fomivirsen;S01AD
S01AX02;Silver compounds;S01AX
S01AX03;Zinc compounds;S01AX
S01AX06;Resorcinol;S01AX
S01AX07;Sodium borate;S01AX
S01AX11;Ofloxacin;S01AX
S01AX12;Norfloxacin;S01AX
S01AX13;Ciprofloxacin;S01AX
S01AX17;Lomefloxacin;S01AX
S01AX19;Levofloxacin;S01AX
S01AX22;Moxifloxacin;S01AX
S01BA01;Dexamethasone;S01BA
S01BA02;Hydrocortisone;S01BA
S01BA04;Prednisolone;S01BA
S01BA07;Fluorometholone;S01BA
S01BA13;Rimexolone;S01BA
S01BC01;Indometacin;S01BC
S01BC03;Diclofenac;S01BC
S01BC04;Flurbiprofen;S01BC
S01BC05;Ketorolac;S01BC
S01BC10;Nepafenac;S01BC
S01CA01;Dexamethasone and antiinfectives;S01CA
S01EA02;Dipivefrine;S01EA
S01EA03;Apraclonidine;S01EA
S01EA05;Brimonidine;S01EA
S01EA51;Epinephrine, combinations;S01EA
S01EB01;Pilocarpine;S01EB
S01EB02;Carbachol;S01EB
S01EB51;Pilocarpine, combinations;S01EB
S01EC01;Acetazolamide;S01EC
S01EC02;Diclofenamide;S01EC
S01EC03;Dorzolamide;S01EC
S01EC04;Brinzolamide;S01EC
S01ED01;Timolol;S01ED
S01ED02;Betaxolol;S01ED
S01ED03;Levobunolol;S01ED
S01ED05;Carteolol;S01ED
S01ED51;Timolol, combinations;S01ED
S01EE01;Latanoprost;S01EE
S01EE03;Bimatoprost;S01EE
S01EE04;Travoprost;S01EE
S01EE05;Tafluprost;S01EE
S01FA01;Atropine;S01FA
S01FA02;Scopolamine;S01FA
S01FA04;Cyclopentolate;S01FA
S01FA05;Homatropine;S01FA
S01FA06;Tropicamide;S01FA
S01FB01;Phenylephrine;S01FB
S01GA02;Tetryzoline;S01GA
S01GA51;Naphazoline, combinations;S01GA
S01GA55;Phenylephrine, combinations;S01GA
S01GX01;Cromoglicic acid;S01GX
S01GX02;Levocabastine;S01GX
S01GX04;Nedocromil;S01GX
S01GX05;Lodoxamide;S01GX
S01GX06;Emedastine;S01GX
S01GX07;Azelastine;S01GX
S01GX08;Ketotifen;S01GX
S01GX09;Olopatadine;S01GX
S01HA01;Cocaine;S01HA
S01HA02;Oxybuprocaine;S01HA
S01HA03;Tetracaine;S01HA
S01HA06;Cinchocaine;S01HA
S01JA01;Fluorescein;S01JA
S01JA51;Fluorescein, combinations;S01JA
S01KA01;Hyaluronic acid;S01KA
S01LA01;Verteporfin;S01LA
S01LA03;Pegaptanib;S01LA
S01LA04;Ranibizumab;S01LA
S01XA05;Sodium edetate;S01XA
S01XA20;Artificial tears and other indifferent prep.;S01XA
S02AA01;Chloramphenicol;S02AA
S02AA15;Ciprofloxacin;S02AA
S02AA30;Antiinfectives, combinations;S02AA
S02CA02;Flumetasone and antiinfectives;S02CA
S02CA03;Hydrocortisone and antiinfectives;S02CA
S03AA30;Antiinfectives, combinations;S03AA
S03BA01;Dexamethasone;S03BA
S03CA01;Dexamethasone and antiinfectives;S03CA
S03CA04;Hydrocortisone and antiinfectives;S03CA
V01AA02;Grass pollen;V01AA
V01AA03;House dust mites;V01AA
V01AA05;Tree pollen;V01AA
V01AA07;Insects;V01AA
V01AA10;Flowers;V01AA
V01AA11;Animals;V01AA
V03AB01;Ipecacuanha;V03AB
V03AB06;Thiosulphate;V03AB
V03AB08;Sodium nitrite;V03AB
V03AB09;Dimercaprol;V03AB
V03AB13;Obidoxime;V03AB
V03AB14;Protamine;V03AB
V03AB15;Naloxone;V03AB
V03AB17;Methylthionine;V03AB
V03AB18;Potassium permanganate;V03AB
V03AB19;Physostigmine;V03AB
V03AB21;Potassium iodide;V03AB
V03AB22;Amyl nitrite;V03AB
V03AB23;Acetylcysteine;V03AB
V03AB25;Flumazenil;V03AB
V03AB33;Hydroxocobalamin;V03AB
V03AB35;Sugammadex;V03AB
V03AC01;Desferrioxamine;V03AC
V03AC02;Deferiprone;V03AC
V03AC03;Deferasirox;V03AC
V03AE01;Polystyrene sulphonate;V03AE
V03AE02;Sevelamer;V03AE
V03AE03;Lanthanum carbonate;V03AE
V03AE04;Calcium acetate and magnesium carbonate;V03AE
V03AF01;Mesna;V03AF
V03AF02;Dexrazoxan;V03AF
V03AF03;Calcium folinate;V03AF
V03AF04;Calcium levofolinate;V03AF
V03AF05;Amifostine;V03AF
V03AF07;Rasburicase;V03AF
V03AF08;Palifermin;V03AF
V03AG01;Sodium cellulose phosphate;V03AG
V03AN01;Oxygen;V03AN
V04CC02;Magnesium sulphate;V04CC
V04CD05;Somatorelin;V04CD
V04CE01;Galactose;V04CE
V04CF01;Tuberculin;V04CF
V04CG03;Histamine phosphate;V04CG
V04CH02;Indigo carmine;V04CH
V04CJ02;Protirelin;V04CJ
V04CL**;Uncompleted atc-code;V04CL
V04CX**;Uncompleted atc-code;V04CX
V07AB**;Uncompleted atc-code;V07AB
V07AC**;Uncompleted atc-code;V07AC
V08AA01;Diatrizoic acid;V08AA
V08AA02;Metrizoic acid;V08AA
V08AA05;Ioxitalamic acid;V08AA
V08AB02;Iohexol;V08AB
V08AB03;Ioxaglic acid;V08AB
V08AB04;Iopamidol;V08AB
V08AB05;Iopromide;V08AB
V08AB06;Iotrolan;V08AB
V08AB07;Ioversol;V08AB
V08AB09;Iodixanol;V08AB
V08AB10;Iomeprol;V08AB
V08AB11;Iobitridol;V08AB
V08AD01;Ethyl esters of iodised fatty acids;V08AD
V08BA01;Barium sulphate with suspending agents;V08BA
V08BA02;Barium sulphate without suspending agents;V08BA
V08CA01;Gadopentetic acid;V08CA
V08CA02;Gadoteric acid;V08CA
V08CA03;Gadodiamide;V08CA
V08CA04;Gadoteridol;V08CA
V08CA05;Mangafodipir;V08CA
V08CA06;Gadoversetamide;V08CA
V08CA08;Gadobenic acid;V08CA
V08CA09;Gadobutrol;V08CA
V08CA11;Gadofosveset;V08CA
V08CB01;Ferumoxsil;V08CB
V08CB02;Iron ferrite with carrier particles;V08CB
V08CB03;Ferristene;V08CB
V08DA01;Microspheres of human albumin;V08DA
V08DA02;Microparticles of galactose;V08DA
V08DA05;Sulphur hexafluoride;V08DA
D07CB02;Fluprednidene and antibiotics;D07CB
A03BB04;Fentonium;A03BB
J06BC04;Obiltoxaximab;J06BC
D10AD06;Trifarotene;D10AD
A10BD10;Metformin and saxagliptin;A10BD
D05AX03;Calcitriol;D05AX
J01DD51;Cefotaxime and beta-lactamase inhibitor;J01DD
D01BA03;Fosravuconazole;D01BA
J01MA18;Pazufloxacin;J01MA
L01EG03;Ridaforolimus;L01EG
A01AB15;Tibezonium iodide;A01AB
G02CX02;Flibanserin;G02CX
V09HA04;Technetium (99mtc) sulesomab;V09HA
V03AF09;Glucarpidase;V03AF
M01AX24;Oxaceprol;M01AX
B01AC08;Carbasalate calcium;B01AC
J05AP03;Boceprevir;J05AP
C10AB03;Aluminium clofibrate;C10AB
N02AA79;Codeine, combinations with psycholeptics;N02AA
C10AX12;Lomitapide;C10AX
J05AR17;Emtricitabine and tenofovir alafenamide;J05AR
J04AK08;Pretomanid;J04AK
S01CB03;Hydrocortisone;S01CB
N05BD01;Benzoctamine;N05BD
N05BA25;Mexazolam;N05BA
B03BA51;Cyanocobalamin, combinations;B03BA
N02AJ17;Oxycodone and paracetamol;N02AJ
L01EX12;Larotrectinib;L01EX
D01AA20;Topical antibiotic combinations;D01AA
V10AA01;Yttrium (90y) citrate colloid;V10AA
N06AX15;Pivagabine;N06AX
N05CB02;Barbiturates in combination with other drugs;N05CB
H02AB12;Rimexolone;H02AB
S01BA11;Desonide;S01BA
N02AX03;Dezocine;N02AX
C03BC01;Mersalyl;C03BC
L01FD04;Trastuzumab deruxtecan;L01FD
A07AX04;Nifurzide;A07AX
P03AX07;Abametapir;P03AX
D03AX02;Dextranomer;D03AX
G03EA02;Testosterone and estrogen;G03EA
N02AC03;Piritramide;N02AC
G03GA03;Serum gonadotrophin;G03GA
N04AB01;Etanautine;N04AB
S01EB07;Fluostigmine;S01EB
J05AX27;Favipiravir;J05AX
R05DA10;Thebacon;R05DA
B06AA07;Trypsin;B06AA
P01BF08;Artemisinin and naphthoquine;P01BF
J01XB02;Polymyxin b;J01XB
N02BA14;Guacetisal;N02BA
V09IX08;Fluoroethylcholine (18f);V09IX
D01AE11;Haloprogin;D01AE
A05BA05;Epomediol;A05BA
C02AA52;Reserpine, combinations;C02AA
N05CM16;Niaprazine;N05CM
C07FB13;Metoprolol and amlodipine;C07FB
J05AR11;Lamivudine, tenofovir disoproxil and efavirenz;J05AR
A02BC53;Lansoprazole, combinations;A02BC
R05DB14;Fedrilate;R05DB
S01GX51;Cromoglicic acid, combinations;S01GX
J01XA04;Dalbavancin;J01XA
N05AX14;Iloperidone;N05AX
A12BA30;Potassium (different salts in combination);A12BA
L01XX57;Plitidepsin;L01XX
A03AC04;Nicofetamide;A03AC
J01DB06;Cefazedone;J01DB
C01DA04;Methylpropylpropanediol dinitrate;C01DA
N05BX02;Gedocarnil;N05BX
J04BA01;Clofazimine;J04BA
D01AC12;Fenticonazole;D01AC
R03DA20;Combinations of xanthines;R03DA
A06AA02;Docusate sodium;A06AA
A16AA07;Metreleptin;A16AA
A09AA04;Tilactase;A09AA
R03CC15;Formoterol;R03CC
H01BA01;Vasopressin (argipressin);H01BA
R06AB51;Brompheniramine, combinations;R06AB
A07AA08;Kanamycin;A07AA
P03AA05;Thiram;P03AA
C03DA05;Finerenone;C03DA
C01CA21;Cafedrine;C01CA
C08GA01;Nifedipine and diuretics;C08GA
D03AX13;Betulae cortex;D03AX
A03AX09;Trepibutone;A03AX
N03AX24;Cannabidiol;N03AX
J05AX05;Inosine pranobex;J05AX
S01LA05;Aflibercept;S01LA
C05BA51;Heparinoid, combinations;C05BA
L01EE01;Trametinib;L01EE
D08AJ01;Benzalkonium;D08AJ
S01BC06;Piroxicam;S01BC
R05CB10;Expectorant combinations, excl. combinations with cough suppressants;R05CB
R01AX01;Calcium hexamine thiocyanate;R01AX
R01AD52;Prednisolone, combinations;R01AD
C01CA27;Droxidopa;C01CA
A01AC03;Hydrocortisone;A01AC
N02AA10;Papaveretum;N02AA
A05AA01;Chenodeoxycholic acid;A05AA
S01AE04;Lomefloxacin;S01AE
R07AB52;Nikethamide, combinations;R07AB
L01FX14;Polatuzumab vedotin;L01FX
B02BD10;Von willebrand factor;B02BD
S01XA01;Guaiazulen;S01XA
N06BX17;Adrafinil;N06BX
N05CA19;Thiopental;N05CA
V09GA03;Technetium (99mtc) teboroxime;V09GA
S02AA14;Gentamicin;S02AA
L01FB02;Moxetumomab pasudotox;L01FB
A10BD21;Saxagliptin and dapagliflozin;A10BD
R01AD58;Fluticasone, combinations;R01AD
V09IA01;Technetium (99mtc) anticarcinoembryonicantigen antibody;V09IA
G03XB51;Mifepristone, combinations;G03XB
A03AX04;Pinaverium;A03AX
J01DD62;Cefoperazone and beta-lactamase inhibitor;J01DD
A03AB09;Isopropamide;A03AB
R03DB02;Choline theophyllinate and adrenergics;R03DB
N02BA04;Sodium salicylate;N02BA
N06AX04;Nomifensine;N06AX
J01DD09;Cefodizime;J01DD
L01EX01;Sunitinib;L01EX
N02AJ16;Tramadol and celecoxib;N02AJ
S01XA21;Mercaptamine;S01XA
V06DC01;Glucose;V06DC
N05CB01;Combinations of barbiturates;N05CB
J04AA03;Calcium aminosalicylate;J04AA
L01DB10;Amrubicin;L01DB
V08CA10;Gadoxetic acid;V08CA
H02AB11;Prednylidene;H02AB
A06AD03;Magnesium peroxide;A06AD
D01AE01;Bromochlorosalicylanilide;D01AE
J05AR15;Atazanavir and cobicistat;J05AR
N07XX05;Amifampridine;N07XX
C09DX04;Valsartan and sacubitril;C09DX
G03FA10;Norgestrel and estrogen;G03FA
G04CX02;Sabalis serrulatae fructus;G04CX
M05BX02;Aluminium chlorohydrate;M05BX
D03BA03;Bromelains;D03BA
S01AA24;Kanamycin;S01AA
L01EX07;Cabozantinib;L01EX
G03FA16;Trimegestone and estrogen;G03FA
C10AB07;Ronifibrate;C10AB
J05AG02;Delavirdine;J05AG
A01AB19;Sodium perborate;A01AB
R05DA05;Opium alkaloids with morphine;R05DA
C04AX23;Butalamine;C04AX
D10AF03;Chloramphenicol;D10AF
C07FX06;Carvedilol and ivabradine;C07FX
N05BA15;Camazepam;N05BA
N05CX04;Clomethiazole, combinations;N05CX
R05DB03;Clobutinol;R05DB
L01EH02;Neratinib;L01EH
N02BG02;Rimazolium;N02BG
C01EB07;Fructose 1,6-diphosphate;C01EB
R05CA11;Levoverbenone;R05CA
J07BX03;Covid-19 vaccines;J07BX
D07AB30;Combinations of corticosteroids;D07AB
V09DB02;Technetium (99mtc) microcolloid;V09DB
N05CD11;Loprazolam;N05CD
N02AX07;Oliceridine;N02AX
N06BA10;Fenetylline;N06BA
N03AC03;Ethadione;N03AC
R06AE53;Cyclizine, combinations;R06AE
J05AB13;Penciclovir;J05AB
M01AX23;Tenidap;M01AX
S01AX05;Bibrocathol;S01AX
C10AX11;Mipomersen;C10AX
C08CA55;Nifedipine, combinations;C08CA
L01EC02;Dabrafenib;L01EC
N02BG08;Ziconotide;N02BG
L01FE03;Necitumumab;L01FE
J06BC03;Bezlotoxumab;J06BC
V08CX01;Perflubron;V08CX
C02DB04;Cadralazine;C02DB
G03DC01;Allylestrenol;G03DC
L01FX04;Ipilimumab;L01FX
D04AB03;Oxybuprocaine;D04AB
M01AE12;Oxaprozin;M01AE
M09AX10;Risdiplam;M09AX
A06AD14;Pentaerithrityl;A06AD
S03CA05;Fludrocortisone and antiinfectives;S03CA
N06BX07;Oxiracetam;N06BX
R01AX05;Ritiometan;R01AX
V09IX09;Gallium (68ga) edotreotide;V09IX
N03AX13;Pheneturide;N03AX
A16AX09;Glycerol phenylbutyrate;A16AX
A06AX04;Linaclotide;A06AX
N04BC03;Dihydroergocryptine mesylate;N04BC
V03AE09;Patiromer calcium;V03AE
S01CA09;Chloroprednisone and antiinfectives;S01CA
M02AA22;Suxibuzone;M02AA
N03AX19;Carisbamate;N03AX
N05CA02;Amobarbital;N05CA
J05AR26;Darunavir and ritonavir;J05AR
G04CA51;Alfuzosin and finasteride;G04CA
R05DB29;Gefapixant;R05DB
G01AA08;Carfecillin;G01AA
D11AH07;Tralokinumab;D11AH
S03AA04;Chlorhexidine;S03AA
A10BH52;Gemigliptin and rosuvastatin;A10BH
C01CE02;Milrinone;C01CE
G03EK01;Methyltestosterone;G03EK
C08EX02;Perhexiline;C08EX
B03XA08;Vadadustat;B03XA
A01AD08;Becaplermin;A01AD
J05AJ03;Dolutegravir;J05AJ
A03AX08;Alverine;A03AX
N07XX16;Deutetrabenazine;N07XX
V09GB02;Iodine (125i) human albumin;V09GB
D11AC01;Cetrimide;D11AC
H03BB52;Thiamazole, combinations;H03BB
L01FC01;Daratumumab;L01FC
C01AA52;Acetyldigoxin, combinations;C01AA
N05CA08;Vinylbital;N05CA
L04AA54;Pegcetacoplan;L04AA
H03BA01;Methylthiouracil;H03BA
C04AE54;Dihydroergocristine, combinations;C04AE
R05DA20;Opium alkaloids and derivative combination cough suppressants;R05DA
S01GX10;Epinastine;S01GX
D01AE21;Flucytosine;D01AE
N06AX24;Vilazodone;N06AX
A06AH05;Naldemedine;A06AH
R05CB05;Mesna;R05CB
S02CA04;Triamcinolone and antiinfectives;S02CA
V03AZ01;Ethanol;V03AZ
R01BA01;Phenylpropanolamine;R01BA
S01AA03;Neomycin;S01AA
C01CA11;Mephentermine;C01CA
P01CX02;Suramin sodium;P01CX
A10BD20;Metformin and empagliflozin;A10BD
N02AG04;Hydromorphone and antispasmodics;N02AG
J07BF02;Poliomyelitis oral, trivalent, live attenuated;J07BF
J01CA18;Hetacillin;J01CA
V09CX02;Sodium iodohippurate (131i);V09CX
D11AX06;Mequinol;D11AX
R03CC04;Fenoterol;R03CC
B05XA09;Sodium phosphate;B05XA
C01DX06;Hexobendine;C01DX
C10BX04;Simvastatin, acetylsalicylic acid and ramipril;C10BX
A03BA04;Belladonna total alkaloids;A03BA
L02BX01;Abarelix;L02BX
N05CM11;Bromides;N05CM
S01AX16;Picloxydine;S01AX
N06BX01;Meclofenoxate;N06BX
L01EF03;Abemaciclib;L01EF
A06AC05;Linseed;A06AC
C02LK01;Veratrum and diuretics;C02LK
R05DB23;Piperidione;R05DB
D07CA02;Methylprednisolone and antibiotics;D07CA
N05BC03;Emylcamate;N05BC
J05AF12;Clevudine;J05AF
J05AX06;Pleconaril;J05AX
C01CA22;Arbutamine;C01CA
G04CA53;Tamsulosin and solifenacin;G04CA
S01AA14;Benzylpenicillin;S01AA
B03XA04;Peginesatide;B03XA
C02LA50;Combination of rauwolfia alkaloids and diuretics incl. other combinations;C02LA
D03AX14;Centella asiatica herba;D03AX
V09IX14;Gallium (68ga) gozetotide;V09IX
V09IA07;Technetium (99mtc) hynic-octreotide;V09IA
C10BX15;Atorvastatin and perindopril;C10BX
B01AA07;Acenocoumarol;B01AA
N06BX12;Acetylcarnitine;N06BX
N01AA01;Diethyl ether;N01AA
N06BX18;Vinpocetine;N06BX
A07EA07;Beclometasone;A07EA
D10AX02;Resorcinol;D10AX
R05CA01;Tyloxapol;R05CA
S01AE05;Levofloxacin;S01AE
D11AX12;Pyrithione zinc;D11AX
C09AA08;Cilazapril;C09AA
J07BK02;Zoster, live attenuated;J07BK
R01AD53;Dexamethasone, combinations;R01AD
A12CC07;Magnesium levulinate;A12CC
J01MA24;Levonadifloxacin;J01MA
C10BX10;Rosuvastatin and valsartan;C10BX
R01AD59;Mometasone, combinations;R01AD
C10AD01;Niceritrol;C10AD
R07AB53;Pentetrazol, combinations;R07AB
S01CA06;Fludrocortisone and antiinfectives;S01CA
N02AA58;Dihydrocodeine, combinations;N02AA
P01AA05;Tilbroquinol;P01AA
L01XX52;Venetoclax;L01XX
M03BA52;Carisoprodol, combinations excl. psycholeptics;M03BA
J01ED08;Sulfaphenazole;J01ED
N04AA12;Tropatepine;N04AA
V08AC08;Sodium iopodate;V08AC
R03CC10;Carbuterol;R03CC
B05XA15;Potassium lactate;B05XA
A06AG07;Sorbitol;A06AG
N05AF02;Clopenthixol;N05AF
C01DA05;Pentaerithrityl tetranitrate;C01DA
C01DX12;Molsidomine;C01DX
A16AB06;Sacrosidase;A16AB
A06AB01;Oxyphenisatine;A06AB
V04CG30;Caffeine and sodium benzoate;V04CG
D01AC13;Omoconazole;D01AC
A07AA03;Natamycin;A07AA
L01XX58;Epacadostat;L01XX
A03AC05;Tiropramide;A03AC
L01FX06;Dinutuximab beta;L01FX
A12BA51;Potassium chloride, combinations;A12BA
N02AA53;Hydromorphone and naloxone;N02AA
R06AB52;Dexchlorpheniramine, combinations;R06AB
A11HA04;Riboflavin (vit b2);A11HA
L01XX10;Masoprocol;L01XX
V10BX02;Samarium (153sm) lexidronam;V10BX
N05BA10;Ketazolam;N05BA
C07FX01;Propranolol and other combinations;C07FX
R03DX06;Seratrodast;R03DX
N02AJ02;Dihydrocodeine and acetylsalicylic acid;N02AJ
L04AB07;Opinercept;L04AB
R05DB04;Isoaminile;R05DB
N05CX05;Emepronium, combinations;N05CX
N01BA04;Chloroprocaine;N01BA
D10AF04;Meclocycline;D10AF
L01EH03;Tucatinib;L01EH
A02BC07;Dexrabeprazole;A02BC
G03AC07;Norgestrienone;G03AC
C01EB02;Camphora;C01EB
B01AD08;Saruplase;B01AD
V09DX01;Selenium (75se) tauroselcholic acid;V09DX
J07BX04;Dengue virus vaccines;J07BX
N05CM06;Propiomazine;N05CM
A03AB15;Diphemanil;A03AB
J01EB06;Sulfanilamide;J01EB
C07FB03;Atenolol and nifedipine;C07FB
N05CD12;Doxefazepam;N05CD
C05BX01;Calcium dobesilate;C05BX
C10AX02;Probucol;C10AX
L01XX36;Oblimersen;L01XX
D11AX23;Aminobenzoate potassium;D11AX
S01XA27;Voretigene neparvovec;S01XA
N02BG03;Glafenine;N02BG
R05CA12;Hederae helicis folium;R05CA
L01EC03;Encorafenib;L01EC
N05CC02;Chloralodol;N05CC
B03BA05;Mecobalamin;B03BA
C01DA57;Propatylnitrate, combinations;C01DA
B03BB51;Folic acid, combinations;B03BB
A02AA02;Magnesium oxide;A02AA
R03DB03;Proxyphylline and adrenergics;R03DB
A16AB17;Cerliponase alfa;A16AB
G03GB03;Epimestrol;G03GB
D11AE01;Metandienone;D11AE
J01MA03;Pefloxacin;J01MA
L01EN01;Erdafitinib;L01EN
S01XA22;Ocriplasmin;S01XA
L01EM03;Alpelisib;L01EM
B06AC05;Lanadelumab;B06AC
L01EX02;Sorafenib;L01EX
L01DB11;Pixantrone;L01DB
S01AA25;Azidamfenicol;S01AA
V10AX04;Erbium (169er) citrate colloid;V10AX
V09HB01;Indium (111in) oxinate labelled cells;V09HB
J05AX17;Enisamium iodide;J05AX
V09HA03;Technetium (99mtc) antigranulocyte antibody;V09HA
S01AD01;Idoxuridine;S01AD
V09FX04;Sodium iodide (124i);V09FX
R05FA01;Opium derivatives and mucolytics;R05FA
J05AR16;Lamivudine and raltegravir;J05AR
D04AA22;Isothipendyl;D04AA
L01FC02;Isatuximab;L01FC
N02CA07;Lisuride;N02CA
A09AA03;Pepsin;A09AA
J05AJ04;Cabotegravir;J05AJ
P01AB04;Azanidazole;P01AB
N05BX01;Mephenoxalone;N05BX
B05AA08;Hemoglobin crosfumaril;B05AA
S02CA05;Fluocinolone acetonide and antiinfectives;S02CA
N05CF04;Eszopiclone;N05CF
C07BB52;Metoprolol and thiazides, combinations;C07BB
N06AX25;Hyperici herba;N06AX
S02AA04;Aluminium acetotartrate;S02AA
R02AB30;Gramicidin;R02AB
V09IB01;Indium (111in) pentetreotide;V09IB
A05AX04;Maralixibat chloride;A05AX
L01EX22;Selpercatinib;L01EX
J06BB11;Hepatitis a immunoglobulin;J06BB
S01AA04;Oxytetracycline;S01AA
D06AX14;Ozenoxacin;D06AX
D03AX12;Trolamine;D03AX
J01DC06;Cefonicid;J01DC
J01EE07;Sulfamerazine and trimethoprim;J01EE
J01CA19;Aspoxicillin;J01CA
A04AD14;Rolapitant;A04AD
C01DX01;Itramin tosilate;C01DX
N03AG05;Progabide;N03AG
C05BB56;Glucose, combinations;C05BB
C10BX05;Rosuvastatin and acetylsalicylic acid;C10BX
R03DA10;Bufylline;R03DA
N03AA01;Methylphenobarbital;N03AA
V09IX04;Fludeoxyglucose (18f);V09IX
C01CA12;Dimetofrine;C01CA
D05AX55;Tazarotene and ulobetasol;D05AX
R01BA02;Pseudoephedrine;R01BA
R05DB24;Tipepidine;R05DB
D07CA03;Prednisolone and antibiotics;D07CA
J05AF13;Tenofovir alafenamide;J05AF
C01EB22;Meldonium;C01EB
C01DX07;Etafenone;C01DX
N06BX02;Pyritinol;N06BX
S01KA02;Hypromellose;S01KA
A02AD03;Almagate;A02AD
R03DA57;Theobromine, combinations;R03DA
D08AK01;Mercuric amidochloride;D08AK
L01FX05;Brentuximab vedotin;L01FX
V10BX01;Strontium (89sr) chloride;V10BX
A06AX05;Prucalopride;A06AX
N07XX11;Pitolisant;N07XX
S01CA04;Fluocortolone and antiinfectives;S01CA
B01AB09;Danaparoid;B01AB
R06AD55;Hydroxyethylpromethazine, combinations;R06AD
J07AD01;Brucella antigen;J07AD
B05AA02;Other plasma protein fractions;B05AA
D10AX06;Clascoterone;D10AX
S03CA06;Betamethasone and antiinfectives;S03CA
V09GX01;Thallium (201tl) chloride;V09GX
A06AD15;Macrogol;A06AD
G01AA09;Mepartricin;G01AA
D11AH08;Abrocitinib;D11AH
D11AC02;Cadmium compounds;D11AC
R05DA11;Dimemorfan;R05DA
N05BA21;Clotiazepam;N05BA
A09AB01;Glutamic acid hydrochloride;A09AB
J01DH06;Tebipenem pivoxil;J01DH
L01AA07;Trofosfamide;L01AA
N05CA03;Butobarbital;N05CA
J05AR27;Lamivudine, tenofovir disoproxil and dolutegravir;J05AR
L01ED02;Ceritinib;L01ED
J06BD03;Tixagevimab and cilgavimab;J06BD
L01FF03;Durvalumab;L01FF
N03AD03;Mesuximide;N03AD
S02BA01;Hydrocortisone;S02BA
L01FG01;Bevacizumab;L01FG
A07BC03;Crospovidone;A07BC
R03DC02;Pranlukast;R03DC
S02BA07;Betamethasone;S02BA
C09DX03;Olmesartan medoxomil, amlodipine and hydrochlorothiazide;C09DX
C10BA03;Pravastatin and fenofibrate;C10BA
S01AD05;Interferon;S01AD
N02AJ06;Codeine and paracetamol;N02AJ
G01AF55;Econazole, combinations;G01AF
C10AX01;Dextrothyroxine;C10AX
N02CD05;Eptinezumab;N02CD
S01AA15;Dihydrostreptomycin;S01AA
C02KX52;Ambrisentan and tadalafil;C02KX
N02BB04;Propyphenazone;N02BB
J05AB03;Vidarabine;J05AB
J02AB01;Miconazole;J02AB
M01AX13;Proquazone;M01AX
N06BX13;Idebenone;N06BX
G03FB10;Desogestrel and estrogen;G03FB
J02AC05;Isavuconazole;J02AC
L01FA03;Obinutuzumab;L01FA
C03CB01;Furosemide and potassium;C03CB
S01XA11;Nandrolone;S01XA
A07AA13;Rifamycin;A07AA
A07XA06;Crofelemer;A07XA
A03AA01;Oxyphencyclimine;A03AA
C07FX05;Metoprolol and ivabradine;C07FX
V04CX01;Indocyanine green;V04CX
A03CA08;Diphemanil and psycholeptics;A03CA
