drugname;name_detail
3292;2-Deoxy-2-Fluoro-Α-D-Glucose
3293;3-{3-[(Dimethylamino)Methyl]-1H-Indol-7-Yl}Propan-1-Ol
3294;Xl999
3295;Bendamustine
3296;"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-9H-"
3297;Nifurtimox
3298;"2-[({2-[(1Z)-3-(Dimethylamino)Prop-1-Enyl]-4-Fluorophenyl}Sulfonyl)Amino]-5,6,7,8-Tetrahydronaphthalene-1-Carboxylic Acid"
3299;Bemiparin
3300;Benzyl N-[(2S)-5-(Diaminomethylamino)-1-[[(2S)-4-Fluoro-3-Oxobutan-2-Yl]Amino]-1-Oxopentan-2-Yl]Carbamate
3301;Human Immunoglobulin G
3302;Phenobarbital
3303;Gemcitabine
3304;Tamibarotene
3305;"L-Erythro-7,8-Dihydrobiopterin"
3306;Acetrizoic Acid
3308;2-{[4-(2-Acetylamino-2-Pentylcarbamoyl-Ethyl)-Naphthalen-1-Yl]-Oxalyl-Amino}-Benzoic Acid
3309;Cilostazol
3310;13-Deoxydoxorubicin
3311;Cinoxacin
3312;"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1H)-One"
3313;Trilostane
3314;Doxazosin
3315;"N~2~-1H-Benzimidazol-5-Yl-N~4~-(3-Cyclopropyl-1H-Pyrazol-5-Yl)Pyrimidine-2,4-Diamine"
3316;(R)-Minalrestat
3317;Pilsicainide
3318;Cintredekin Besudotox
3319;Terbutaline
3320;Pregnenolone
3321;4-{[(2S)-3-(Tert-Butylamino)-2-Hydroxypropyl]Oxy}-3H-Indole-2-Carbonitrile
3322;Von Willebrand Factor Human
3323;"2-(1H-Imidazol-1-Yl)-9-Methoxy-8-(2-Methoxyethoxy)Benzo[C][2,7]Naphthyridin-4-Amine"
3324;Difluocortolone
3325;Cladribine
3326;"2',3'-Dideoxyadenosine Triphosphate"
3327;Irosustat
3328;Rifamycin
3329;Dotarizine
3330;4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate
3331;Methylnaltrexone
3332;4-Methoxyamphetamine
3333;6-Fluoro-2-[2-Hydroxy-3-(2-Methyl-Cyclohexyloxy)-Phenyl]-1H-Indole-5-Carboxamidine
3334;Vilazodone
3335;(2S)-8-[(Tert-Butoxycarbonyl)Amino]-2-(1H-Indol-3-Yl)Octanoic Acid
3336;N-[2-(6-Amino-4-Methylpyridin-2-Yl)Ethyl]-4-Cyanobenzamide
3337;Delavirdine
3338;2-(2-Methylphenyl)-1H-Indole-6-Carboximidamide
3339;Es-936
3340;Doxepin
3341;Satralizumab
3342;S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea
3343;A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3Inhibitor
3344;Verapamil
3345;Dexfosfoserine
3346;"4-({5-[(4-Aminocyclohexyl)Amino][1,2,4]Triazolo[1,5-A]Pyrimidin-7-Yl}Amino)Benzenesulfonamide"
3347;Adx-10061
3348;N-[(4-Hydroxy-8-Iodoisoquinolin-3-Yl)Carbonyl]Glycine
3349;4-Methyl-Pentanoic Acid {1-[4-Guanidino-1-(Thiazole-2-Carbonyl)-Butylcarbamoyl]-2-Methyl-Propyl}-Amide
3350;"3,5-Dimethyl-1-Phenyl-1H-Pyrazole-4-Carboxylic Acid Ethyl Ester"
3351;"(2R)-N-{4-[Ethyl(Phenyl)Sulfamoyl]-2-Methylphenyl}-3,3,3-Trifluoro-2-Hydroxy-2-Methylpropanamide"
3352;1-(5-Tert-Butyl-2-Methyl-2H-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea
3353;"N-[7-(3-Aminophenyl)-5-Methoxy-1,3-Benzoxazol-2-Yl]-2,5-Dichlorobenzenesulfonamide"
3354;Topiramate
3355;Dopamine
3356;Compound 4-D
3357;Caplacizumab
3358;"N-[2-({[Amino(Imino)Methyl]Amino}Oxy)Ethyl]-2-{6-Chloro-3-[(2,2-Difluoro-2-Phenylethyl)Amino]-2-Fluorophenyl}Acetamide"
3359;Calcium Carbimide
3360;Polymyxin B
3361;Eritoran
3362;Tert-Butyl 2-Cyano-2-Methylhydrazinecarboxylate
3363;Pinaverium
3364;Rabeprazole
3365;Ticalopride
3366;Buprenorphine
3367;"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine"
3368;Tris(Hydroxyethyl)Aminomethane
3369;Rilapladib
3370;"4-Bromo-2,5-Dimethoxyphenethylamine"
3371;Tesamorelin
3372;4-Piperidin-4-Ylbutanal
3373;Pralatrexate
3374;Gimatecan
3375;Nojirimycine Tetrazole
3376;Cis-Diamminechlorocholylglycinateplatinum(Ii)
3377;Otamixaban
3378;Lumiliximab
3379;"4-{4-[2-(1A,7A-Dimethyl-4-Oxy-Octahydro-1-Oxa-4-Aza-Cyclopropa[A]Naphthalen-4-Yl) -Acetylamino]-Phenylcarbamoyl}-Butyric Acid"
3380;Hydrogen Peroxide
3381;Ethosuximide
3382;Rilonacept
3383;Ribavirin
3384;Alanine
3385;Anthralin
3386;Lpc-Ether
3387;Methazolamide
3388;"1-{7-Cyclohexyl-6-[4-(4-Methylpiperazin-1-Yl)Benzyl]-7H-Pyrrolo[2,3-D]Pyrimidin-2-Yl}Methanamine"
3389;Propentofylline
3390;4-[(5-Chloroindol-2-Yl)Sulfonyl]-2-(2-Methylpropyl)-1-[[5-(Pyridin-4-Yl)Pyrimidin-2-Yl]Carbonyl]Piperazine
3391;4-Hydroxy-N-Propargyl-1(R)-Aminoindan
3392;Pyrethrum Extract
3393;Meprednisone
3394;Seocalcitol
3395;Alpha-Hydroxyfarnesylphosphonic Acid
3396;Tarenflurbil
3397;N-(3-Tert-Butyl-1H-Pyrazol-5-Yl)-N'-{4-Chloro-3-[(Pyridin-3-Yloxy)Methyl]Phenyl}Urea
3398;Beta-Hydroxyasparagine
3399;Chlorothiazide
3400;"6-Amino-Benzo[De]Isoquinoline-1,3-Dione"
3401;"1,4-Dithio-Alpha-D-Glucopyranose"
3402;"N-(4-Amino-5-Cyano-6-Ethoxypyridin-2-Yl)-2-(4-Bromo-2,5-Dimethoxyphenyl)Acetamide"
3403;Etafedrine
3404;Can-508
3405;"(S)-2-[(R)-3-Amino-4-(2-Fluorophenyl)Butyryl]-1,2,3,4-Tetrahydroisoquinoline-3-Carboxamide"
3406;Thiocoumarin
3407;2-Methoxy-3-Isopropylpyrazine
3408;Fluprednisolone Acetate
3409;"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine"
3410;Amiloride
3411;3-Phospho-D-Glyceric Acid
3412;Olomoucine
3413;Ricinoleic Acid
3414;Dichlorvos
3415;Azd-7325
3416;Norethynodrel
3417;Beta-L-Fucose
3418;D-Methionine
3419;Homosalate
3420;Umeclidinium
3421;Darolutamide
3422;"7-{2,6-Dichloro-4-[3-(2-Chloro-Benzoyl)-Ureido]-Phenoxy}-Heptanoic Acid"
3423;Aminooxyacetic Acid
3424;Fexinidazole
3425;Terlipressin
3426;3-({2-[(4-{[6-(Cyclohexylmethoxy)-9H-Purin-2-Yl]Amino}Phenyl)Sulfonyl]Ethyl}Amino)Propan-1-Ol
3427;Vicagrel
3428;Osi-930
3429;"2,4,6-Triaminoquinazoline"
3430;Phylloquinone
3431;Medrogestone
3432;"Thiophene-2,5-Disulfonic Acid 2-Amide-5-(4-Methyl-Benzylamide)"
3433;Pyrazole
3434;"5-(2,3-Dichlorophenyl)-N-(Pyridin-4-Ylmethyl)-3-Thiocyanatopyrazolo[1,5-A]Pyrimidin-7-Amine"
3435;"3-((3-Bromo-5-O-Tolylpyrazolo[1,5-A]Pyrimidin-7-Ylamino)Methyl)Pyridine 1-Oxide"
3436;Paclitaxel Docosahexaenoic Acid
3437;Incb3284
3438;Gadoxetic Acid
3439;Farnesyl Diphosphate
3440;Binodenoson
3441;"2,6-Dicarboxynaphthalene"
3442;Patupilone
3443;Fr117016
3444;Ru84687
3445;Beta-D-Galactosamine
3446;(2S)-2-{3-[({[2-Fluoro-4-(Trifluoromethyl)Phenyl]Carbonyl}Amino)Methyl]-4-Methoxybenzyl}Butanoic Acid
3447;Argifin
3448;S-Oxy-L-Cysteine
3449;Phosphoglycolohydroxamic Acid
3450;Obeticholic Acid
3451;Benzenesulfinic Acid
3452;Fotemustine
3453;Talniflumate
3454;L-2-Amino-3-Butynoic Acid
3455;Diphenylacetic Acid
3456;3-(1H-Benzimidazol-2-Yl)-1H-Indazole
3457;Brivaracetam
3458;Glycopyrronium
3459;Pasireotide
3460;Capric Dimethyl Amine Oxide
3461;"1-Ter-Butyl-3-P-Tolyl-1H-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine"
3462;Enalkiren
3463;Obinepitide
3464;Fenoldopam
3465;Mmi-175
3466;(1R)-2-[(Cyanomethyl)Amino]-1-({[2-(Difluoromethoxy)Benzyl]Sulfonyl}Methyl)-2-Oxoethyl Morpholine-4-Carboxylate
3467;Piclidenoson
3468;Eprosartan
3469;Para-Nitrobenzyl Glutaryl Glycinic Acid
3470;Lubiprostone
3471;Probucol
3472;7-Methyl-5'-Guanylic Acid
3473;Ana971
3474;Nα-[(2S)-2-{[(S)-[(1S)-1-{[(Benzyloxy)Carbonyl]Amino}-2-Phenylethyl](Hydroxy)Phosphoryl]Methyl}-5-Phenylpentanoyl]-L-Tryptophanamide
3475;Gallium Ga-68 Gozetotide
3476;"3-[4-Amino-1-(1-Methylethyl)-1H-Pyrazolo[3,4-D]Pyrimidin-3-Yl]Phenol"
3477;1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine
3478;Oregovomab
3479;Variolin B
3480;N-(4-Chlorophenyl)-2-[(Pyridin-4-Ylmethyl)Amino]Benzamide
3481;Dichlorobenzene
3482;N-[2-(2-Methyl-1H-Indol-3-Yl)Ethyl]Thiophene-2-Carboxamide
3483;"2-(4-Chlorobenzylamino)-4-(Phenylamino)Pyrazolo[1,5-A][1,3,5]Triazine-8-Carbonitrile"
3484;3-(5-Methoxy-1H-Indol-3-Yl)Propanoic Acid
3485;Lenalidomide
3486;Gabapentin
3487;Denileukin Diftitox
3488;"5-Chloro-7-[(1-Methylethyl)Amino]Pyrazolo[1,5-A]Pyrimidine-3-Carbonitrile"
3489;3-{6-[(8-Hydroxy-Quinoline-2-Carbonyl)-Amino]-2-Thiophen-2-Yl-Hexanoylamino}-4-Oxo-Butyri Acid
3490;Anisomycin
3491;Teniposide
3492;"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One"
3493;Methoxsalen
3494;(1Z)-4-(4-Fluorophenyl)-2-Methylidenebutan-1-Imine
3495;1-((1R)-1-(Hydroxymethyl)-3-{6-[(3-Phenylpropanoyl)Amino]-1H-Indol-1-Yl}Propyl)-1H-Imidazole-4-Carboxamide
3496;Staurosporine
3497;Deflazacort
3498;N-(5-{[(2S)-4-Amino-2-(3-Chlorophenyl)Butanoyl]Amino}-1H-Indazol-3-Yl)Benzamide
3499;Flunarizine
3500;Regadenoson
3501;"4-[(5-Isopropyl-1,3-Thiazol-2-Yl)Amino]Benzenesulfonamide"
3502;Elvitegravir
3503;Fm-Vp4
3504;Mk-1775
3505;Atl1101
3506;Palivizumab
3507;Uridine 5'-Triphosphate
3508;Apoptone
3509;Antithrombin Alfa
3510;Gs 0573
3511;Sodium Fluoride
3512;Fenoterol
3513;Isothipendyl
3514;St. John'S Wort
3515;Sr11254
3516;"4,6-Dideoxy-4-Amino-Alpha-D-Glucose"
3517;Candicidin
3518;Sb220025
3519;4-(4-Fluorobenzyl)Piperidine
3520;Turpentine
3521;"(9Beta,11Alpha,13Alpha,14Beta,17Alpha)-11-(Methoxymethyl)Estra-1(10),2,4-Triene-3,17-Diol"
3522;Insulin Glulisine
3523;Epanolol
3524;Px-478
3525;L-Glutamine
3526;Favid
3527;Irbesartan
3528;Ranirestat
3529;Dodecyldimethylamine N-Oxide
3530;Linsitinib
3531;Progesterone
3532;Prlx 93936
3533;Oprelvekin
3534;Voclosporin
3535;Ancestim
3536;Aducanumab
3537;Sodium Tetradecyl Sulfate
3656;Bedoradrine
3538;"N-(Trans-4-{(1S,2S)-2-Amino-3-[(3S)-3-Fluoropyrrolidin-1-Yl]-1-Methyl-3-Oxopropyl}Cyclohexyl)-N-Methylacetamide"
3539;Argatroban
3540;Amyl Nitrite
3541;Levamisole
3542;Cra_10433
3543;Telithromycin
3544;Aminolevulinic Acid
3545;Clenoliximab
3546;3-(6-Hydroxy-Naphthalen-2-Yl)-Benzo[D]Isooxazol-6-Ol
3547;"3-({4-[(1E)-3-Morpholin-4-Yl-3-Oxoprop-1-En-1-Yl]-2,3-Bis(Trifluoromethyl)Phenyl}Sulfanyl)Aniline"
3548;Opc-14523
3549;Thionicotinamide-Adenine-Dinucleotide
3550;Indirubin
3551;"Sodium Phosphate, Monobasic, Unspecified Form"
3552;"3-Cyclopropyl-5-Phenyl-N-(Pyridin-3-Ylmethyl)Pyrazolo[1,5-A]Pyrimidin-7-Amine"
3553;(3R)-1-Acetyl-3-Methylpiperidine
3554;Propafenone
3555;Dexverapamil
3556;Ketobemidone
3557;4-(3-Amino-1H-Indazol-5-Yl)-N-Tert-Butylbenzenesulfonamide
3558;Scopolamine
3559;Methylethylamine
3560;4-[3-(1H-Benzimidazol-2-Yl)-1H-Indazol-6-Yl]-2-Methoxyphenol
3561;(R)-N-Methyl-N-2-Propynyl-1-Indanamine
3562;"4-(4-Propoxy-1H-Pyrrolo[2,3-B]Pyridin-3-Yl)Pyrimidin-2-Amine"
3563;"2-[(3,5-Dichloro-4-Trioxidanylphenyl)Amino]Benzoic Acid"
3564;[5-Hydroxy-2-(4-Hydroxyphenyl)-1-Benzofuran-7-Yl]Acetonitrile
3565;Azapropazone
3566;Implitapide
3567;Acetylsalicylic Acid
3568;Pnu177836
3569;Vemurafenib
3570;Carboxin
3571;Obe101
3572;Beraprost
3573;"2-(4-Ethylpiperazin-1-Yl)-4-(Phenylamino)Pyrazolo[1,5-A][1,3,5]Triazine-8-Carbonitrile"
3574;Procaterol
3575;Trans-2-(Dimethylphenylsilyl)-Piperidine-N-Oxide
3576;Ceftizoxime
3577;Trimesic Acid
3578;"N~3~-[3-(1H-Indol-6-Yl)Benzyl]Pyridine-2,3-Diamine"
3579;Gemifloxacin
3580;N-(5-Cyclopropyl-1H-Pyrazol-3-Yl)Benzamide
3581;Pindolol
3582;Ingenol Mebutate
3583;Levamlodipine
3584;[4-({4-[(5-Cyclopropyl-1H-Pyrazol-3-Yl)Amino]Quinazolin-2-Yl}Amino)Phenyl]Acetonitrile
3585;Repaglinide
3586;"N-Hydroxy-5-[(3-Phenyl-5,6-Dihydroimidazo[1,2-A]Pyrazin-7(8H)-Yl)Carbonyl]Thiophene-2-Carboxamide"
3587;"2-(5-Hydroxy-Naphthalen-1-Yl)-1,3-Benzooxazol-6-Ol"
3588;Reboxetine
3589;Naluzotan
3590;"(E)-[4-(3,5-Difluorophenyl)-3H-Pyrrolo[2,3-B]Pyridin-3-Ylidene](3-Methoxyphenyl)Methanol"
3591;Pyrantel
3592;Aldosterone
3593;Potassium Acetate
3594;"1-{(1R,2S)-2-Hydroxy-1-[2-(2-Naphthyloxy)Ethyl]Propyl}-1H-Imidazone-4-Carboxamide"
3595;Nelarabine
3596;3'-Phosphate-Adenosine-5'-Diphosphate
3597;Coenzyme A
3598;Alpha-Tocopherol Acetate
3599;Mocetinostat
3600;Sulfadimethoxine
3601;Iodo-Willardiine
3602;Emopamil
3603;Verpasep Caltespen
3604;"3-[3-(3-Methyl-6-{[(1S)-1-Phenylethyl]Amino}-1H-Pyrazolo[4,3-C]Pyridin-1-Yl)Phenyl]Propanamide"
3605;Chlorambucil
3606;Silver
3607;Oritavancin
3608;"N-(2-Chlorophenyl)-5-Phenylimidazo[1,5-A]Pyrazin-8-Amine"
3609;2-Acetylamino-2-Deoxy-B-D-Allopyranose
3610;Tenapanor
3611;Magnesium Salicylate
3612;"Bis-1,2-{[(Z)-2-Carboxy-2-Methyl-1,3-Dioxane]-5-Yloxycarbamoyl}-Ethane"
3613;Pertuzumab
3614;Lexatumumab
3615;Candoxatril
3616;D-Phenylalanyl-N-Benzyl-L-Prolinamide
3617;Diphemanil
3618;Lansoprazole
3619;Tasonermin
3620;Ibandronate
3621;Temazepam
3622;S-Ethylisothiourea
3623;Navitoclax
3624;N-(5-Methyl-1H-Pyrazol-3-Yl)-2-Phenylquinazolin-4-Amine
3625;Zk-805623
3626;Fosamprenavir
3627;Vicriviroc
3628;Hydroxyaminovaline
3629;Trimethaphan
3630;Rocaglamide
3631;1-[(2R)-2-Aminobutanoyl]-N-(4-Carbamimidoylbenzyl)-L-Prolinamide
3632;Lestaurtinib
3633;Acetylcarnitine
3634;Mechlorethamine
3635;Ica-105665
3636;Lofexidine
3637;Ciprofloxacin
3638;Bilastine
3639;Nitrilotriacetic Acid
3640;Carba-Nicotinamide-Adenine-Dinucleotide
3641;"(3S)-3-Cyclopentyl-6-Methyl-7-[(4-Methylpiperazin-1-Yl)Sulfonyl]-3,4-Dihydro-2H-1,2,4-Benzothiadiazine 1,1-Dioxide"
3642;Azelnidipine
3643;"Dimethyl-(4,5,6,7-Tetrabromo-1H-Benzoimidazol-2-Yl)-Amine"
3644;Pyruvaldehyde
3645;Bisphenol A
3646;Indeglitazar
3647;Midomafetamine
3648;"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide"
3649;Benzylpenicilloyl Polylysine
3650;Quercetin
3651;Glutazumab
3652;Conestat Alfa
3653;"6-(3,4-Dihydroxybenzyl)-3-Ethyl-1-(2,4,6-Trichlorophenyl)-1H-Pyrazolo[3,4-D]Pyrimidin-4(5H)-One"
3654;Caprylic Acid
3655;Fluorescin
3657;Sarecycline
3658;5-Bromo-2-{[(4-Chlorophenyl)Sulfonyl]Amino}Benzoic Acid
3659;Dequalinium
3660;(2R)-2-(3-Biphenylyl)-N-{(2R)-2-Hydroxy-3-[(2-Pyridinylsulfonyl)Amino]Propyl}-4-Methylpentanamide
3661;Colchiceine
3662;"(2E,4E)-11-Methoxy-3,7,11-Trimethyldodeca-2,4-Dienoic Acid"
3663;Gabapentin Enacarbil
3664;Testolactone
3665;Farnesyl Thiopyrophosphate
3666;Ubrogepant
3667;"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide"
3668;Ezatiostat
3669;Ramipril
3670;Lonidamine
3671;Diphenadione
3672;(3R)-3-Ethyl-N-[(4-Methylphenyl)Sulfonyl]-L-Aspartic Acid
3673;"N-(3,5-Dibromo-4-Hydroxyphenyl)-2,6-Dimethylbenzamide"
3674;Captopril
3675;Miv-711
3676;4-Hydroxybenzaldehyde O-(Cyclohexylcarbonyl)Oxime
3677;"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-Dioxaborolan-2-Yl)Phenethyl)Guanidine"
3678;"Benzyl N-({(2S,3S)-3-[(Propylamino)Carbonyl]Oxiran-2-Yl}Carbonyl)-L-Isoleucyl-L-Prolinate"
3679;Magnesium Lactate
3680;"(2,2-Diphosphonoethyl)(Dodecyl)Dimethylphosphonium"
3681;Ethyl Dihydrogen Phosphate
3682;"(1S)-1-(1H-Indol-3-Ylmethyl)-2-(2-Pyridin-4-Yl-[1,7]Naphtyridin-5-Yloxy)-Ehylamine"
3683;Lefradafiban
3684;Coa-S-Acetyl Tryptamine
3685;Ferrous Succinate
3686;Andexanet Alfa
3687;Daunorubicin
3688;Fomepizole
3689;Fludrocortisone
3690;Fexofenadine
3691;Ethanolamine Oleate
3692;Trazodone
3693;Benzbromarone
3694;8-Bromo-Adenosine-5'-Monophosphate
3695;"N-(3,5-Dimethoxyphenyl)Imidodicarbonimidic Diamide"
3696;"1-(6-Cyano-3-Pyridylcarbonyl)-5',8'-Difluorospiro[Piperidine-4,2'(1'H)-Quinazoline]-4'-Amine"
3697;Ru85053
3698;Ferrous Fumarate
3699;Bimatoprost
3700;6-Chloro-N-{(3S)-1-[(1S)-1-Methyl-2-(4-Morpholinyl)-2-Oxo Ethyl]-2-Oxo-3-Pyrrolidinyl}-2-Naphthalenesulfonamide
3701;Pr-104
3702;Patent Blue
3703;"7A-[(4-Cyanophenyl)Methyl]-6-(3,5-Dichlorophenyl)-5-Oxo-2,3,5,7A-Tetrahydro-1H-Pyrrolo[1,2-A]Pyrrole-7-Carbonitrile"
3704;(5-(Pyridin-3-Yl)Furan-2-Yl)Methanamine
3705;"1-(5-{2-[(1-Methyl-1H-Pyrazolo[4,3-D]Pyrimidin-7-Yl)Amino]Ethyl}-1,3-Thiazol-2-Yl)-3-[3-(Trifluoromethyl)Phenyl]Urea"
3706;Velpatasvir
3707;Tipifarnib
3708;3'-Uridinemonophosphate
3709;Flutemetamol (18F)
3710;Cisatracurium
3711;Pas219
3712;Marimastat
3713;K201 Free Base
3714;Stanozolol
3715;Galiximab
3716;2-Chloro-5-(3-Chloro-Phenyl)-6-[(4-Cyano-Phenyl)-(3-Methyl-3H-Imidazol-4-Yl)- Methoxymethyl]-Nicotinonitrile
3717;Istaroxime
3718;Beta-D-Glucose
3719;Talbutal
3720;(2Z)-N-Biphenyl-4-Yl-2-Cyano-3-Cyclopropyl-3-Hydroxyprop-2-Enamide
3721;Dutogliptin
3722;"(5S)-5-(3-Aminopropyl)-3-(2,5-Difluorophenyl)-N-Ethyl-5-Phenyl-4,5-Dihydro-1H-Pyrazole-1-Carboxamide"
3723;Indacaterol
3724;"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9H-Purin-6-Ylamine"
3725;"4-{2-[(7-Amino-2-Furan-2-Yl[1,2,4]Triazolo[1,5-A][1,3,5]Triazin-5-Yl)Amino]Ethyl}Phenol"
3726;Hgs-Tr2J
3727;Trifluridine
3728;"3',5'-Dinitro-N-Acetyl-L-Thyronine"
3729;Codeine
3730;Dexchlorpheniramine
3731;"N7-Butyl-N2-(5-Chloro-2-Methylphenyl)-5-Methyl[1,2,4]Triazolo[1,5-A]Pyrimidine-2,7-Diamine"
3732;2-(4-Carcoxy-5-Isopropylthiazolyl)Benzopiperidine
3733;7-Methyl-Gpppa
3734;"(4S-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4H-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide"
3735;P-Nitrophenol
3736;4-(1H-Imidazol-1-Yl)Phenol
3737;Phenacetin
3738;"Tert-Butyl {2-[(1,3-Thiazol-2-Ylamino)Carbonyl]Pyridin-3-Yl}Carbamate"
3739;Heptanoic Acid
3740;"N-(2,6-Dimethylphenyl)-5-Phenylimidazo[1,5-A]Pyrazin-8-Amine"
3741;Siltuximab
3742;Interferon Alfa-N1
3743;Gosogliptin
3744;Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide
3745;Abametapir
3746;Pargyline
3747;Bendazac
3748;Tucatinib
3749;Cra_17693
3750;Hydroquinone
3751;Way-151693
3752;Sotalol
3753;Oxibendazole
3754;"2-({[2,3,5,6-Tetrafluoro-3'-(Trifluoromethoxy)Biphenyl-4-Yl]Amino}Carbonyl)Cyclopenta-1,3-Diene-1-Carboxylic Acid"
3755;Androstenedione
3756;Degarelix
3757;Ethyl 4-[(4-Methylpyridin-2-Yl)Amino]Piperidine-1-Carboxylate
3758;N-(Trans-4'-Nitro-4-Stilbenyl)-N-Methyl-5-Amino-Pentanoic Acid
3759;2-({6-[(3-Chlorophenyl)Amino]-9-Isopropyl-9H-Purin-2-Yl}Amino)Ethanol
3760;Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid
3761;Neocitrullamon
3762;O2-Sulfo-Glucuronic Acid
3763;Andarine
3764;"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide"
3765;Chlorpromazine
3766;Clonazepam
3767;Imino-Tryptophan
3768;Dibotermin Alfa
3769;Ofatumumab
3770;Dorzolamide
3771;Elafin
3772;Ins 316
3773;2-(4-Hydroxy-Phenyl)Benzofuran-5-Ol
3774;Stanolone Acetate
3775;4-Methoxybenzenesulfinate
3776;Rasagiline
3777;Bicine
3778;Lapatinib
3779;Undecyl-Phosphinic Acid Butyl Ester
3780;4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide
3781;Sildenafil
3782;Pentobarbital
3783;Toloxatone
3784;N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine
3785;"3,8-Dibromo-7-Hydroxy-4-Methyl-2H-Chromen-2-One"
3786;Tadalafil
3787;Ru79072
3788;Cephaloglycin
3789;Diethylpropion
3790;Ado-P-Ch2-P-Ps-Ado
3791;Ranibizumab
3792;12-Phenylheme
3793;Zopolrestat
3794;Sarpogrelate
3795;Lm-609
3796;Tetrahydrofolic Acid
3797;"N-[4-(Aminosulfonyl)Benzyl]-5-(5-Chloro-2,4-Dihydroxyphenyl)-1H-Pyrazole-4-Carboxamide"
3798;Gestodene
3799;Delta-Amino Valeric Acid
3800;Medical Cannabis
3801;"5-Chloro-N-((1R,2S)-2-(4-(2-Oxopyridin-1(2H)-Yl)Benzamido) Cyclopentyl)Thiophene-2-Carboxamide"
3802;Adenosine-5'-Ditungstate
3803;"(3R)-8-(Dioxidosulfanyl)-3-Methyl-1,2,3,4-Tetrahydroquinoline"
3804;Idronoxil
3805;Astemizole
3806;Bethanechol
3807;Ipratropium
3808;Chromium Gluconate
3809;Nonoxynol-9
3810;2-(2F-Benzothiazolyl)-5-Styryl-3-(4F-Phthalhydrazidyl)Tetrazolium Chloride
3811;"4-[(4-Imidazo[1,2-A]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide"
3812;5-Bromonicotinamide
3813;Ambenonium
3814;L-Saccharopine
3815;Cocaine
3816;"4-Hydroxybenzaldehyde O-(3,3-Dimethylbutanoyl)Oxime"
3817;4-(2-Aminoethyl)Benzenesulfonamide
3818;N-[3-(1H-Benzimidazol-2-Yl)-1H-Pyrazol-4-Yl]Benzamide
3819;Etoricoxib
3820;N-Formylmethionine
3821;Dorsomorphin
3822;Daxalipram
3823;Coproporphyrin I
3824;Lasofoxifene
3825;"(3,4-Dihydroxy-2-Nitrophenyl)(Phenyl)Methanone"
3826;Pyridoxamine-5'-Phosphate
3827;Belimumab
3828;[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1H-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium
3829;Cefdinir
3830;Enclomiphene
3831;(2-Bromoethyl)(2-'Formyl-4'-Aminophenyl) Acetate
3832;1-Butanoyl-N-(4-Carbamimidoylbenzyl)-L-Prolinamide
3833;4-(Methylsulfonyl)Benzenecarboximidamide
3834;"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester"
3835;Doxylamine
3836;Rupatadine
3837;Ipecac
3838;"5,5-Dimethyl-2-Morpholin-4-Yl-5,6-Dihydro-1,3-Benzothiazol-7(4H)-One"
3839;Alemtuzumab
3840;"{[2-(1H-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)"
3841;"(3R)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester"
3842;Ccr5 Mab
3843;[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid
3844;Macimorelin
