model;drug_bankID;uniprot_ID;atc_codes;pubmed_ids;interaction_type;known_action;actions;ChEMBL
drug.Drug_Protein;DB02490;P06732;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02491;P21802;[];17139284|17016423;target;unknown;;CHEMBL233209
drug.Drug_Protein;DB02492;Q16706;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02494;Q96L21;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P40429;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P62829;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P61313;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P84098;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P62750;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;Q9UHA3;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;Q9UNX3;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P62917;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P61927;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P39023;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P62913;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P55769;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02494;P15085;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02497;P08758;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02498;P09874;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02499;P05089;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02504;P14555;[];17139284|17016423|10592235;target;unknown;;CHEMBL149502
drug.Drug_Protein;DB02506;P62136;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02506;P30153;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02506;P67775;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02506;Q13362;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02506;P63151;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02508;P14324;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02509;P27338;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02509;Q96RI1;[];15491415;target;unknown;agonist;None
drug.Drug_Protein;DB02509;P27338;[];16458520|25808895;enzyme;unknown;inhibitor;None
drug.Drug_Protein;DB02510;P07814;[];17139284|17016423|10592235;target;unknown;;CHEMBL1163086
drug.Drug_Protein;DB02512;P04075;[];17139284|17016423|10592235;target;unknown;;CHEMBL1235115
drug.Drug_Protein;DB02512;P05062;[];17139284|17016423|10592235;target;unknown;;CHEMBL1235115
drug.Drug_Protein;DB02515;P16118;[];17139284|17016423|10592235;target;unknown;;CHEMBL1232920
drug.Drug_Protein;DB02515;P05062;[];17139284|17016423|10592235;target;unknown;;CHEMBL1232920
drug.Drug_Protein;DB02518;P15121;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02519;P11217;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02520;P05181;[];1664256|15997102;enzyme;unknown;inhibitor;CHEMBL961
drug.Drug_Protein;DB02520;P08684;[];11501186;enzyme;unknown;inhibitor;CHEMBL961
drug.Drug_Protein;DB02520;P20815;[];;enzyme;unknown;inhibitor;CHEMBL961
drug.Drug_Protein;DB02526;P07477;[];10592235;target;unknown;;CHEMBL303992
drug.Drug_Protein;DB02526;P00749;[];10592235;target;unknown;;CHEMBL303992
drug.Drug_Protein;DB02527;Q9UL51;[];17139284|17016423|10592235;target;unknown;;CHEMBL316966
drug.Drug_Protein;DB02527;P10644;[];17139284|17016423|10592235;target;unknown;;CHEMBL316966
drug.Drug_Protein;DB02527;P31323;[];17139284|17016423|10592235;target;unknown;;CHEMBL316966
drug.Drug_Protein;DB02527;O15439;[];11447229|11856762|12036927|11802779;transporter;unknown;substrate|inhibitor;CHEMBL316966
drug.Drug_Protein;DB02527;O15440;[];10893247;transporter;unknown;inhibitor;CHEMBL316966
drug.Drug_Protein;DB02527;Q96J66;[];15537867|12764137;transporter;unknown;substrate|inhibitor;CHEMBL316966
drug.Drug_Protein;DB02527;Q4U2R8;[];9228014;transporter;unknown;substrate;CHEMBL316966
drug.Drug_Protein;DB02527;Q8TCC7;[];11306713;transporter;unknown;substrate;CHEMBL316966
drug.Drug_Protein;DB02527;Q9Y694;[];11327718;transporter;unknown;substrate;CHEMBL316966
drug.Drug_Protein;DB02528;P02144;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02530;P50440;[];9915841;target;unknown;;CHEMBL96
drug.Drug_Protein;DB02530;Q9UBS5;[];15627515;target;unknown;;CHEMBL96
drug.Drug_Protein;DB02530;O75899;[];15627515;target;unknown;;CHEMBL96
drug.Drug_Protein;DB02530;Q7Z2H8;[];10711343;transporter;unknown;;CHEMBL96
drug.Drug_Protein;DB02532;P0CG22;[];10592235;target;unknown;;CHEMBL6885
drug.Drug_Protein;DB02535;P00918;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02538;P24941;[];17139284|17016423|10592235;target;unknown;;CHEMBL99842
drug.Drug_Protein;DB02541;P35030;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02542;P0CG47;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02545;Q96RI1;[];17139284|17016423;target;unknown;;CHEMBL192966
drug.Drug_Protein;DB02546;Q13547;['L01XX38'];17694093|11752352;target;yes;inhibitor;CHEMBL98
drug.Drug_Protein;DB02546;Q92769;['L01XX38'];17694093;target;yes;inhibitor;CHEMBL98
drug.Drug_Protein;DB02546;O15379;['L01XX38'];17694093;target;yes;inhibitor;CHEMBL98
drug.Drug_Protein;DB02546;Q9UBN7;['L01XX38'];17694093;target;yes;inhibitor;CHEMBL98
drug.Drug_Protein;DB02546;Q9BY41;['L01XX38'];;target;unknown;;CHEMBL98
drug.Drug_Protein;DB02547;O60547;[];17139284|17016423|10592235;target;unknown;;CHEMBL1233001
drug.Drug_Protein;DB02548;P06744;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02550;P07900;[];10592235;target;unknown;;CHEMBL112953
drug.Drug_Protein;DB02551;P00749;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02552;P14324;[];10592235;target;unknown;;CHEMBL41342
drug.Drug_Protein;DB02552;O95749;[];10592235;target;unknown;;CHEMBL41342
drug.Drug_Protein;DB02553;P00390;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02555;P60568;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02556;Q16773;[];17139284|17016423;target;unknown;;CHEMBL379630
drug.Drug_Protein;DB02556;P06850;[];10592235;target;unknown;;CHEMBL379630
drug.Drug_Protein;DB02556;Q8TF71;[];11278508|11827462;transporter;unknown;substrate|inhibitor;CHEMBL379630
drug.Drug_Protein;DB02556;Q01650;[];11557028;transporter;unknown;;CHEMBL379630
drug.Drug_Protein;DB02557;P08473;[];11752352;target;unknown;inhibitor;CHEMBL479579
drug.Drug_Protein;DB02557;P23276;[];15769748;target;unknown;;CHEMBL479579
drug.Drug_Protein;DB02558;P08473;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02559;P00374;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02562;P00439;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02563;P30084;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02565;Q9BY41;[];17139284|17016423|10592235;target;unknown;;CHEMBL140000
drug.Drug_Protein;DB02568;P00491;[];17139284|17016423;target;unknown;;CHEMBL311300
drug.Drug_Protein;DB02569;P15531;[];17139284|17016423|10592235;target;unknown;;CHEMBL405730
drug.Drug_Protein;DB02570;P04632;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02573;P07998;[];17139284|17016423|10592235;target;unknown;;CHEMBL1088749
drug.Drug_Protein;DB02580;P35080;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02581;P60568;[];17139284|17016423|10592235;target;unknown;;CHEMBL429852
drug.Drug_Protein;DB02583;P00374;[];17139284|17016423|10592235;target;unknown;;CHEMBL32113
drug.Drug_Protein;DB02585;P35030;[];17139284|17016423|10592235;target;unknown;;CHEMBL184048
drug.Drug_Protein;DB02587;Q08462;[];10592235;target;unknown;;CHEMBL52606
drug.Drug_Protein;DB02587;P63092;[];10592235;target;unknown;;CHEMBL52606
drug.Drug_Protein;DB02587;O95622;[];10592235;target;unknown;;CHEMBL52606
drug.Drug_Protein;DB02587;P13569;[];15194485;target;unknown;inhibitor;CHEMBL52606
drug.Drug_Protein;DB02587;P08183;[];11716514;transporter;unknown;inhibitor;CHEMBL52606
drug.Drug_Protein;DB02589;P29474;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02594;O00142;[];17139284|17016423|10592235;target;unknown;;CHEMBL66115
drug.Drug_Protein;DB02594;P27707;[];;target;unknown;;CHEMBL66115
drug.Drug_Protein;DB02594;P27707;[];1406603|8356916;enzyme;unknown;substrate;CHEMBL66115
drug.Drug_Protein;DB02596;Q96T66;[];17139284|17016423;target;unknown;;CHEMBL132722
drug.Drug_Protein;DB02597;P08473;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02598;P19021;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02602;P00918;[];17139284|17016423|10592235;target;unknown;;CHEMBL331858
drug.Drug_Protein;DB02603;P24941;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02604;P11217;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02607;P15531;[];17139284|17016423|10592235;target;unknown;;CHEMBL1236003
drug.Drug_Protein;DB02610;P00918;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02611;P17612;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02613;Q02127;[];17139284|17016423|10592235;target;unknown;;CHEMBL1232157
drug.Drug_Protein;DB02613;P54317;[];10592235;target;unknown;;CHEMBL1232157
drug.Drug_Protein;DB02615;P18031;[];17139284|17016423;target;unknown;;CHEMBL180792
drug.Drug_Protein;DB02615;P03372;[];17139284|17016423;target;unknown;;CHEMBL180792
drug.Drug_Protein;DB02616;P00813;[];10592235;target;unknown;;CHEMBL93647
drug.Drug_Protein;DB02620;P18031;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02621;P68133;[];3556584|10592235;target;unknown;inhibitor;CHEMBL404116
drug.Drug_Protein;DB02621;P06396;[];10592235;target;unknown;;CHEMBL404116
drug.Drug_Protein;DB02622;P18031;[];17139284|17016423|10592235;target;unknown;;CHEMBL139050
drug.Drug_Protein;DB02623;P60953;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02624;P19634;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02628;P98170;[];17139284|17016423|10592235;target;unknown;;CHEMBL1230662
drug.Drug_Protein;DB02633;P15559;[];17139284|17016423|10592235;target;unknown;;CHEMBL572528
drug.Drug_Protein;DB02633;P09211;[];17139284|17016423;target;unknown;;CHEMBL572528
drug.Drug_Protein;DB02635;O15382;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02636;Q9NZK7;[];10592235;target;unknown;;CHEMBL600828
drug.Drug_Protein;DB02637;O75390;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02637;P35270;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02638;P30518;['H01BA04'];17020465|16333859|16563128|17287200;target;yes;agonist;CHEMBL2135460
drug.Drug_Protein;DB02638;P47901;['H01BA04'];17027167|16720725|17284170|16114100|15993108;target;unknown;;CHEMBL2135460
drug.Drug_Protein;DB02638;P37288;['H01BA04'];17275806|16532916|16511036|16011575|17303660|11752352;target;unknown;stimulator;CHEMBL2135460
drug.Drug_Protein;DB02640;P50579;['P01AX10'];11752352;target;unknown;ligand;CHEMBL32838
drug.Drug_Protein;DB02643;P05019;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02643;P27338;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02644;P35228;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02644;P29475;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02646;P02144;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02647;P24941;[];17139284|17016423|10592235;target;unknown;;CHEMBL324942
drug.Drug_Protein;DB02648;P43155;[];17139284|17016423|10592235;target;unknown;;CHEMBL1229656
drug.Drug_Protein;DB02648;Q9UKG9;[];17139284|17016423|10592235;target;unknown;;CHEMBL1229656
drug.Drug_Protein;DB02651;P18031;[];17139284|17016423;target;unknown;;CHEMBL267048
drug.Drug_Protein;DB02652;P15085;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02656;P11309;[];17139284|17016423|10592235;target;unknown;;CHEMBL98350
drug.Drug_Protein;DB02656;P48736;[];10592235;target;unknown;;CHEMBL98350
drug.Drug_Protein;DB02659;P22830;['A05AA03'];17139284|17016423|10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P00326;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P62508;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P51161;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P13073;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P00395;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P00403;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P00414;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P20674;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P10606;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P09669;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P24311;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P15954;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P10176;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;Q02221;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P14854;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P24310;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P04054;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P23141;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;Q7KZA3;['A05AA03'];10592235;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;Q96RI1;['A05AA03'];13130122;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;Q8TDU6;['A05AA03'];18180267;target;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;P07148;['A05AA03'];10592235;carrier;unknown;;CHEMBL205596
drug.Drug_Protein;DB02659;O95342;['A05AA03'];12235261|10607905|15297262;transporter;unknown;substrate|inhibitor|inducer;CHEMBL205596
drug.Drug_Protein;DB02659;P08183;['A05AA03'];11438506;transporter;unknown;inducer;CHEMBL205596
drug.Drug_Protein;DB02659;P33527;['A05AA03'];12235261;transporter;unknown;inducer;CHEMBL205596
drug.Drug_Protein;DB02659;P46721;['A05AA03'];11438506|7557095|8045503|8779893|12842829|8278353|9918568|10198348;transporter;unknown;substrate|inhibitor|inducer;CHEMBL205596
drug.Drug_Protein;DB02659;Q12908;['A05AA03'];11438506|9458785|10101301|12092825|11093941;transporter;unknown;substrate|inhibitor|inducer;CHEMBL205596
drug.Drug_Protein;DB02659;Q92887;['A05AA03'];11438506;transporter;unknown;inducer;CHEMBL205596
drug.Drug_Protein;DB02659;Q9Y6L6;['A05AA03'];12235261|10644574|11134001;transporter;unknown;substrate|inhibitor|inducer;CHEMBL205596
drug.Drug_Protein;DB02659;O15438;['A05AA03'];10644759;transporter;unknown;inhibitor;CHEMBL205596
drug.Drug_Protein;DB02659;O15439;['A05AA03'];12883481|14643890;transporter;unknown;inhibitor;CHEMBL205596
drug.Drug_Protein;DB02659;Q14973;['A05AA03'];1961729|9486191|12842829|15297262|8738419;transporter;unknown;substrate|inhibitor;CHEMBL205596
drug.Drug_Protein;DB02659;Q8TCC7;['A05AA03'];11306713|10224140|19953504;transporter;unknown;substrate|inhibitor;CHEMBL205596
drug.Drug_Protein;DB02659;Q9Y694;['A05AA03'];9650585;transporter;unknown;inhibitor;CHEMBL205596
drug.Drug_Protein;DB02659;Q9NPD5;['A05AA03'];11134001;transporter;unknown;substrate;CHEMBL205596
drug.Drug_Protein;DB02660;Q07343;[];17139284|17016423|10592235;target;unknown;inhibitor;CHEMBL590754
drug.Drug_Protein;DB02661;O43252;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02662;P18031;[];17139284|17016423|10592235;target;unknown;;CHEMBL336908
drug.Drug_Protein;DB02665;P07477;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02670;O60264;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02671;P02144;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02673;P22303;[];17139284|17016423|10592235;target;unknown;;CHEMBL490866
drug.Drug_Protein;DB02676;Q08499;[];17139284|17016423|10592235;target;unknown;;CHEMBL63859
drug.Drug_Protein;DB02678;P47929;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02679;P00918;[];17139284|17016423;target;unknown;;CHEMBL56279
drug.Drug_Protein;DB02679;P43235;[];15896958;target;unknown;;CHEMBL56279
drug.Drug_Protein;DB02681;P61024;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02684;P07814;[];17139284|17016423|10592235;target;unknown;;CHEMBL1163074
drug.Drug_Protein;DB02685;P07858;[];17139284|17016423;target;unknown;;CHEMBL1231013
drug.Drug_Protein;DB02689;P05089;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02690;P09874;[];10592235;target;unknown;;CHEMBL123904
drug.Drug_Protein;DB02691;P51161;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02691;P46721;[];11159893;transporter;unknown;;None
drug.Drug_Protein;DB02691;Q9Y6L6;[];11159893;transporter;unknown;;None
drug.Drug_Protein;DB02691;Q9NPD5;[];11159893;transporter;unknown;;None
drug.Drug_Protein;DB02696;P15291;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02697;P45452;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02697;P08254;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02698;P02766;[];17139284|17016423|10592235;carrier;unknown;;None
drug.Drug_Protein;DB02701;P00338;['A11HA01'];17139284|17016423|10592235;target;unknown;;CHEMBL1140
drug.Drug_Protein;DB02701;P09874;['A11HA01'];11752352;target;unknown;binder;CHEMBL1140
drug.Drug_Protein;DB02701;Q9NXA8;['A11HA01'];17139284|17016423|10592235;target;unknown;;CHEMBL1140
drug.Drug_Protein;DB02701;Q10588;['A11HA01'];16690024|9378973;target;yes;product of;CHEMBL1140
drug.Drug_Protein;DB02701;P10635;['A11HA01'];15081432;enzyme;unknown;inhibitor;CHEMBL1140
drug.Drug_Protein;DB02701;P05181;['A11HA01'];15081432|23418369;enzyme;unknown;substrate|inhibitor;CHEMBL1140
drug.Drug_Protein;DB02701;P08684;['A11HA01'];15081432|15762770;enzyme;unknown;inhibitor;CHEMBL1140
drug.Drug_Protein;DB02703;P10635;['S01AA13', 'D09AA02', 'J01XC01', 'D06AX01'];29027845|27571049;enzyme;unknown;substrate|inhibitor;CHEMBL374975
drug.Drug_Protein;DB02703;P08684;['S01AA13', 'D09AA02', 'J01XC01', 'D06AX01'];29027845|27571049|27458210;enzyme;unknown;substrate|inhibitor;CHEMBL374975
drug.Drug_Protein;DB02703;P22309;['S01AA13', 'D09AA02', 'J01XC01', 'D06AX01'];27458210;enzyme;unknown;substrate;CHEMBL374975
drug.Drug_Protein;DB02703;O95342;['S01AA13', 'D09AA02', 'J01XC01', 'D06AX01'];12106615;transporter;unknown;inhibitor;CHEMBL374975
drug.Drug_Protein;DB02703;Q92887;['S01AA13', 'D09AA02', 'J01XC01', 'D06AX01'];12106615;transporter;unknown;inhibitor;CHEMBL374975
drug.Drug_Protein;DB02703;Q9UNQ0;['S01AA13', 'D09AA02', 'J01XC01', 'D06AX01'];27458210;transporter;unknown;inhibitor;CHEMBL374975
drug.Drug_Protein;DB02703;Q9Y6L6;['S01AA13', 'D09AA02', 'J01XC01', 'D06AX01'];27458210;transporter;unknown;;CHEMBL374975
drug.Drug_Protein;DB02705;P00749;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02709;P16083;[];15350128|15381063;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P68400;[];11752352;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P23219;[];11752352;target;unknown;inhibitor;CHEMBL165
drug.Drug_Protein;DB02709;P35354;[];11752352;target;unknown;inhibitor;CHEMBL165
drug.Drug_Protein;DB02709;P16050;[];10491155;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P09917;[];10491155;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P35869;[];15634023;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;Q8TCG2;[];16102733;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P08648;[];23943159;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P05106;[];23943159;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P05067;[];17597573;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P37840;[];17597573;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;Q96EB6;[];23524286|23471411;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P03372;[];19496085;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P48039;[];20399199;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P49286;[];20399199;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;Q86T13;[];20729295;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;O75469;[];20869355;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;Q14994;[];20869355;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P11166;[];23615963;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P16152;[];24064738;target;unknown;inhibitor;CHEMBL165
drug.Drug_Protein;DB02709;Q07869;[];24454499;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P37231;[];24454499;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P31749;[];24968355;target;unknown;inhibitor;CHEMBL165
drug.Drug_Protein;DB02709;Q92945;[];25352548;target;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P54577;[];25533949;target;unknown;inhibitor;CHEMBL165
drug.Drug_Protein;DB02709;P02766;[];15809979;carrier;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P02768;[];17597382;carrier;unknown;;CHEMBL165
drug.Drug_Protein;DB02709;P05177;[];15276085|11714871|20716633;enzyme;unknown;substrate|inducer;CHEMBL165
drug.Drug_Protein;DB02709;P04798;[];11714871|15276085|10448061;enzyme;unknown;substrate|inhibitor;CHEMBL165
drug.Drug_Protein;DB02709;Q16678;[];11714871;enzyme;unknown;inhibitor;CHEMBL165
drug.Drug_Protein;DB02709;P08684;[];20716633|11701226;enzyme;unknown;inhibitor;CHEMBL165
drug.Drug_Protein;DB02710;P80188;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02712;P15121;[];11752352|10592235;target;unknown;inhibitor;CHEMBL266497
drug.Drug_Protein;DB02714;P07998;[];17139284|17016423|10592235;target;unknown;;CHEMBL460741
drug.Drug_Protein;DB02715;P03372;[];17139284|17016423;target;unknown;;CHEMBL180300
drug.Drug_Protein;DB02716;P06730;[];17139284|17016423|10592235;target;unknown;;CHEMBL1234303
drug.Drug_Protein;DB02719;P11217;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02720;P11217;[];17139284|17016423|10592235;target;unknown;;CHEMBL135302
drug.Drug_Protein;DB02721;P00326;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02721;P00325;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02721;P07327;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02723;P00734;[];17139284|17016423;target;unknown;;CHEMBL18136
drug.Drug_Protein;DB02726;P60174;[];17139284|17016423|10592235;target;unknown;;CHEMBL47181
drug.Drug_Protein;DB02726;P14618;[];17139284|17016423|10592235;target;unknown;;CHEMBL47181
drug.Drug_Protein;DB02726;P09104;[];17139284|17016423|10592235;target;unknown;;CHEMBL47181
drug.Drug_Protein;DB02726;P30613;[];17139284|17016423;target;unknown;;CHEMBL47181
drug.Drug_Protein;DB02726;P13929;[];17139284|17016423|10592235;target;unknown;;CHEMBL47181
drug.Drug_Protein;DB02727;P29475;[];17139284|17016423|10592235;target;unknown;;CHEMBL308745
drug.Drug_Protein;DB02728;P14174;[];17139284|17016423|10592235;target;unknown;;CHEMBL155103
drug.Drug_Protein;DB02730;P19961;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02731;P55809;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02733;P11802;[];11752352;target;unknown;;CHEMBL23254
drug.Drug_Protein;DB02733;P28482;[];11752352;target;unknown;inhibitor;CHEMBL23254
drug.Drug_Protein;DB02733;P27361;[];11752352;target;unknown;inhibitor;CHEMBL23254
drug.Drug_Protein;DB02733;P24941;[];17139284|17016423|10592235;target;unknown;;CHEMBL23254
drug.Drug_Protein;DB02733;P78362;[];10592235;target;unknown;;CHEMBL23254
drug.Drug_Protein;DB02735;P08842;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02740;P61769;[];10592235;target;unknown;;CHEMBL582878
drug.Drug_Protein;DB02740;P01848;[];10592235;target;unknown;;CHEMBL582878
drug.Drug_Protein;DB02740;P01850;[];10592235;target;unknown;;CHEMBL582878
drug.Drug_Protein;DB02740;P04439;[];10592235;target;unknown;;CHEMBL582878
drug.Drug_Protein;DB02741;P13631;[];17139284|17016423|10592235;target;unknown;;CHEMBL309282
drug.Drug_Protein;DB02742;Q16706;[];17139284|17016423|10592235;target;unknown;;CHEMBL1233851
drug.Drug_Protein;DB02742;Q9UKM7;[];17139284|17016423;target;unknown;;CHEMBL1233851
drug.Drug_Protein;DB02744;P07477;[];17139284|17016423|10592235;target;unknown;;CHEMBL330572
drug.Drug_Protein;DB02745;P62312;[];17139284|17016423|10592235;target;unknown;;CHEMBL100259
drug.Drug_Protein;DB02745;Q99808;[];16818276;transporter;unknown;;CHEMBL100259
drug.Drug_Protein;DB02746;P03372;[];14579009;target;unknown;;CHEMBL1045
drug.Drug_Protein;DB02746;P06401;[];14579009;target;unknown;;CHEMBL1045
drug.Drug_Protein;DB02746;Q92731;[];15840436;target;unknown;;CHEMBL1045
drug.Drug_Protein;DB02746;Q07869;[];23843199;target;unknown;;CHEMBL1045
drug.Drug_Protein;DB02746;Q03181;[];23843199;target;unknown;;CHEMBL1045
